0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,file name,label
-70.46213,102.97518,-7.6243305,22.946383,-10.157473,-5.435755,-10.714907,2.150949,-11.648955,1.8870153,-5.4016967,13.500045,1.1571816,13.318991,-2.995075,0.84215343,-10.486774,5.1106915,-2.2280421,10.19297,0.41603684,10.114425,1.7367576,10.205112,0.9487239,5.869554,-3.1549265,4.0897946,-2.138708,3.6672597,-4.004492,0.58520114,-6.5828934,-1.6429547,-6.292774,-0.7248699,-4.72703,-0.90248054,-5.0667763,-1.6819049,-4.610339,-0.57811975,-1.7069753,0.59357387,-2.7144141,-0.16263208,-1.4527596,0.50426936,-1.3896667,0.008995984,2022-06-05--18-40-08_2__segment0.wav,0
-74.22122,106.535034,-8.414559,24.275658,-13.054411,-3.0672998,-13.211221,4.568338,-13.007232,3.1280932,-8.256028,16.483707,-0.081841104,14.373747,-6.847672,2.4122546,-13.145081,6.5531864,-4.4179387,11.840699,-2.6730385,11.772507,-0.26812032,12.578059,-1.1480856,7.4565897,-5.1726203,5.7153344,-3.6361632,6.209516,-5.2580233,2.890424,-8.147121,0.077850185,-7.935616,1.6122077,-7.079925,0.3634753,-7.8697686,-0.4737306,-6.9816294,1.1993735,-3.4387133,3.139693,-3.2221649,1.952337,-2.85192,2.1340294,-3.4644158,1.5187166,2022-06-05--18-40-08_2__segment1.wav,0
-73.13325,107.78363,-7.239177,23.801487,-12.923445,-4.6277685,-13.625231,4.0987134,-13.5394125,2.102863,-7.8242946,14.801117,-1.0270282,13.590396,-6.771554,2.361906,-11.912086,6.927173,-2.1628857,12.563725,-1.9475564,12.702072,1.1740133,11.35211,-1.3293512,6.0561104,-4.7002077,5.5710235,-3.58102,5.985744,-4.801843,2.5443218,-7.2989774,0.13996068,-7.1262817,1.375365,-6.680034,0.21554174,-7.4025292,-0.667257,-5.7630587,1.6558383,-2.5616066,2.5241518,-3.9431899,0.7838749,-3.5022395,0.90165573,-3.2421916,1.3926172,2022-06-05--18-40-08_2__segment2.wav,0
-75.863625,108.2939,-7.4269586,23.597696,-13.036437,-3.8951347,-13.563577,5.1010323,-14.581319,3.440266,-6.9559975,15.436137,-0.69048667,13.899129,-7.032297,2.3197596,-12.985624,6.7019196,-3.6700811,13.615014,-1.653475,12.579191,0.9783651,12.33004,-2.3400016,6.69006,-5.1975794,6.067297,-4.3590503,5.970786,-5.679874,3.2031472,-8.046946,-0.19225413,-8.403362,1.3099667,-6.743825,0.9832626,-7.3564463,0.4785703,-6.1300197,1.6066114,-3.633072,3.0766728,-3.7136636,1.8771049,-3.4993908,1.370753,-3.4057715,1.857768,2022-06-05--18-40-08_2__segment3.wav,0
-80.12276,107.521935,-7.7038755,22.456268,-12.127898,-2.973452,-13.231625,4.521106,-14.4925995,3.3531654,-5.748529,16.392082,-0.15398039,13.80472,-7.4241114,1.7970016,-13.171333,7.1409264,-2.9098868,14.0722275,-1.5157363,11.652947,-0.5896022,11.961649,-2.244493,5.8879633,-6.2234225,5.663232,-3.8303967,6.0908136,-5.4649167,2.5140955,-7.9983726,0.4786707,-8.164082,0.8135232,-7.2465415,0.8813329,-7.426027,0.5410283,-5.7980723,2.2191174,-3.4471262,2.3740978,-4.1472864,1.3497187,-3.4464085,1.3680673,-3.9435866,1.5731316,2022-06-05--18-40-08_2__segment4.wav,0
-78.93098,109.154335,-1.4858645,20.446756,-10.93575,-5.098303,-10.9823265,1.2890313,-14.1873045,-1.0047584,-6.569921,11.150081,0.6821107,9.377881,-5.919912,1.2942224,-9.740752,4.187573,-3.183339,9.840535,0.66337156,9.919154,1.3456107,8.5574465,-1.4289266,4.589768,-1.1820664,6.651004,-0.19345628,5.678053,-1.766048,2.245702,-5.0943584,-1.1445287,-5.75055,-0.6805538,-4.143342,-0.131021,-3.8752334,-0.5513498,-3.1941762,0.43110386,-1.4397866,1.1371918,-1.8604351,-0.55176735,-2.2041292,-1.3164159,-2.5538268,-1.0745119,2022-06-05--22-36-48_2__segment0.wav,0
-83.645424,110.90533,-3.5924692,23.67076,-12.7764845,-3.3559504,-12.8525915,3.2382736,-17.784323,0.022555646,-9.213624,13.859009,-1.9915218,11.714544,-8.469746,3.3462486,-11.898816,6.893509,-4.5507107,12.505545,-1.6568372,11.57852,-1.3907021,9.4814205,-3.8957546,7.05232,-3.9880886,8.1234665,-3.0335467,7.3163114,-4.0132785,4.5408697,-6.8157215,1.4040871,-7.0859385,1.999037,-5.9366236,1.5277073,-6.535736,0.8851984,-5.7082515,1.6398408,-3.8429513,2.6725507,-4.309962,0.8140913,-4.6108885,0.40001836,-3.9721627,1.5721122,2022-06-05--22-36-48_2__segment1.wav,0
-81.82996,111.03675,-2.643636,23.828987,-13.708529,-2.9034505,-11.362959,2.3124542,-18.622099,-1.0096729,-9.648454,15.434558,-2.3101249,10.752189,-9.329408,2.5112443,-10.988313,9.539674,-0.31749153,15.681968,0.194988,11.137984,-1.3680253,9.442393,-3.193285,5.9998217,-4.7122254,6.693734,-3.571376,6.1177073,-5.115699,2.7303548,-8.096848,0.29535204,-7.423542,2.1813762,-4.9068174,2.288823,-5.441437,1.921811,-4.356099,2.2515836,-2.9333334,2.1084235,-5.2922897,-0.22352646,-5.0371914,-0.25524276,-4.090526,1.1162646,2022-06-05--22-36-48_2__segment2.wav,0
-79.0351,109.72811,-3.0757835,23.946957,-13.628044,-1.9667846,-12.256347,1.5440896,-19.141153,-0.47578725,-9.789169,13.977822,-2.835011,11.479325,-8.00853,2.8710635,-12.066706,7.885453,-1.4665304,16.333466,1.3943123,11.045091,-1.4769073,9.061395,-4.4993076,5.4737854,-4.861817,6.5653505,-3.1172411,6.2436385,-4.9330015,2.7779813,-7.834428,0.5172218,-7.558499,1.5014836,-5.280261,2.7766924,-4.2037573,2.379227,-3.9751751,2.125303,-3.2504466,2.077399,-4.5143776,-0.1447048,-5.0687723,-0.740804,-4.432568,0.7480555,2022-06-05--22-36-48_2__segment3.wav,0
-82.44375,110.00899,-4.434673,23.231333,-14.603107,-2.345964,-13.113293,2.3718648,-18.288404,0.881773,-9.049458,13.818294,-3.1347606,10.935474,-7.656942,4.6674347,-10.123033,9.387577,-3.6761398,12.161734,-1.2511423,10.641151,-2.6440287,9.769547,-4.3802366,5.6731677,-5.6479554,7.590585,-3.019979,6.809516,-4.2136736,4.1726665,-6.4773283,2.2731974,-6.707983,2.026472,-6.4671674,1.4576128,-6.729536,0.7612304,-5.9848247,1.7712077,-3.7946856,2.2136674,-5.5002875,-0.35768202,-5.2655835,0.364228,-4.204342,1.5411109,2022-06-05--22-36-48_2__segment4.wav,0
-76.3799,104.91801,-1.6816221,17.367666,-13.605968,-3.1094427,-11.666866,2.2001991,-17.815716,0.1675864,-6.6682563,10.98046,-2.1135917,8.087974,-6.1910586,5.085875,-4.3055277,5.471772,-6.5508966,8.485077,-2.3066006,8.953928,1.8744336,5.847136,-0.6543669,2.68604,-1.5204487,5.354712,-2.1301296,4.465584,-0.6698539,6.319236,-0.7959911,0.9730251,-5.590045,-1.2643886,-5.6061954,-1.092061,-4.768457,-1.6607502,-3.1905172,-0.030567681,-2.1950283,0.038401786,-3.5082123,-0.3970095,-0.8552254,1.0766761,-0.102444455,-0.058430556,2022-06-05--23-36-04_2__segment0.wav,0
-83.930145,113.253334,-4.2972107,22.059427,-14.303922,-2.7834396,-12.491475,2.5254917,-18.298508,0.15231656,-9.264943,13.182622,-2.0409222,11.392999,-9.611337,1.5315491,-12.167569,6.675338,-4.0021873,15.181787,0.7840589,12.296215,-0.6665903,11.474688,-2.0131357,7.3576217,-4.459583,6.766214,-4.562257,5.751669,-4.9717712,3.3045497,-7.62673,0.2832972,-8.583554,1.0010301,-6.618134,1.8614616,-4.987487,2.2278109,-3.5774376,3.5649762,-2.4138975,3.3323247,-3.829469,0.6095735,-4.0363874,0.7778185,-3.4130094,1.4981776,2022-06-05--23-36-04_2__segment1.wav,0
-85.06966,111.59231,-2.742136,22.529276,-15.474672,-2.7745633,-12.159968,3.0737865,-17.230515,-0.5131367,-9.578333,13.3588,-1.4198858,12.076547,-8.252083,2.0802608,-12.4287,6.608507,-2.9266505,13.899645,0.65721023,11.9061575,-1.4866517,10.982971,-2.6150808,5.827993,-3.979406,6.977658,-3.6486914,6.0971637,-5.368429,3.2187567,-7.3985643,0.93774927,-7.4192586,1.5514727,-6.3171287,1.756786,-5.217139,2.6054058,-3.0343704,3.6308293,-2.892506,2.4592972,-4.815354,0.07040524,-4.2709756,0.8918422,-3.2159238,1.2626511,2022-06-05--23-36-04_2__segment2.wav,0
-85.434685,113.26464,-4.6321216,22.611105,-13.983094,-2.1168485,-12.334464,3.3426986,-17.081268,-0.34221604,-10.407792,12.793978,-1.7812945,12.009046,-7.337068,2.3887072,-12.606043,6.950046,-1.9630889,14.76795,0.28395012,11.881375,-0.5425904,10.032075,-2.550432,5.9122562,-6.109808,6.4047728,-3.6871502,5.2794185,-5.051715,3.2679195,-6.7911196,0.84192455,-7.3099546,1.9688896,-5.3049226,2.0244334,-5.231271,1.9770877,-3.987289,3.2102914,-2.097964,2.5614648,-4.3717256,0.34153616,-4.164669,0.33663088,-4.112027,0.768517,2022-06-05--23-36-04_2__segment3.wav,0
-89.83533,113.21647,-2.786944,21.278131,-14.155491,-1.8345664,-12.348686,2.1251915,-17.540653,-2.5468636,-10.635499,12.513206,-1.2307178,11.132211,-7.567317,1.0778329,-11.166445,6.4037995,-1.3259301,14.134316,-0.05155006,11.309431,0.7700437,10.264029,-1.163007,4.704469,-5.4233284,5.32309,-3.8194242,5.197706,-4.5696764,2.5433567,-6.3914027,0.23344477,-5.881745,2.5359905,-3.7972538,1.953163,-5.4443536,-0.28821668,-4.7454925,2.000397,-1.7793894,2.9048653,-3.1250484,0.3414973,-3.565044,0.08318338,-3.3615534,0.23176296,2022-06-05--23-36-04_2__segment4.wav,0
-94.08847,108.06083,-0.90280676,18.546562,-8.608472,-4.1968904,-11.839875,1.1279796,-15.539995,-1.281053,-6.7494025,10.096505,-0.63186884,9.311148,-5.8230314,0.6131635,-9.608424,2.465379,-4.937613,7.029478,-1.010744,7.575928,-0.056536026,7.3014684,-2.4143085,3.4026048,-1.7916619,7.717983,1.1392767,6.3863273,-0.7401615,2.935663,-3.673965,0.37891433,-3.8067203,0.32963312,-4.26303,-1.1066298,-4.780727,-1.789089,-3.9749768,-0.5179474,-2.1891575,0.25572127,-2.1892965,-0.49125886,-1.891159,-1.1135055,-2.130642,-0.9452948,2022-06-06--01-34-26_2__segment0.wav,0
-96.67306,111.43968,-3.614261,21.651928,-10.463624,-2.8137553,-13.84552,3.3880806,-17.225782,-0.7874237,-10.481324,11.365078,-3.0398328,10.628543,-8.550957,2.4676611,-11.056211,5.439954,-6.1328707,9.30094,-3.8541055,9.077169,-2.2760637,9.154571,-4.3004146,5.610486,-3.3264794,10.181805,-0.6848911,8.40341,-2.5666232,5.147033,-6.0069084,1.6028305,-6.3252025,1.7380598,-5.9669747,0.7291243,-6.5614815,0.20686378,-5.628806,1.0895569,-4.1769223,1.4069872,-4.5827374,1.0287436,-3.43941,1.0083091,-3.4485607,0.84070164,2022-06-06--01-34-26_2__segment1.wav,0
-91.83765,112.46947,-0.96593356,24.74898,-12.709857,-4.0527163,-14.252313,4.2687654,-16.951948,0.44385156,-10.855074,12.138862,-2.924966,10.940112,-8.714309,2.6303945,-12.044679,6.374978,-4.3568954,12.769887,-0.22437812,11.8916,-2.0297937,9.360376,-4.8843265,5.0729375,-4.5214095,7.957181,-2.6508436,7.7781477,-3.9601982,4.827485,-6.5932355,1.2658844,-7.215206,1.5173228,-6.121914,1.7871137,-5.6613398,1.6517383,-4.6099916,2.625921,-3.777476,1.7998328,-4.984925,0.6098372,-4.599981,0.06244151,-4.973672,-0.14637442,2022-06-06--01-34-26_2__segment2.wav,0
-94.28975,110.18395,-1.9815445,22.589699,-12.047164,-3.513266,-13.5977955,4.70904,-17.076746,1.4045691,-8.998852,12.946198,-2.3467963,10.411333,-9.488383,1.7472184,-12.780083,5.8763185,-5.6057563,11.895045,-0.649374,11.246944,-1.8579714,9.399703,-5.1732097,5.550375,-4.1156564,9.035606,-2.4030359,7.741829,-3.437547,5.300831,-6.536996,1.4929138,-7.9059615,0.6866087,-7.658545,0.5632391,-6.7883496,1.6566577,-4.1458235,2.6705513,-3.3673205,2.0833259,-5.120061,0.42162654,-4.590847,0.498646,-3.9417756,0.7099275,2022-06-06--01-34-26_2__segment3.wav,0
